CO2,pressure,temperature,humidity,date_time
649,1014.69,24.79,52.81,2022-08-15T15:48:16Z
650,1014.69,24.81,52.59,2022-08-15T15:48:21Z
650,1014.68,24.84,52.52,2022-08-15T15:48:26Z
650,1014.68,24.88,52.53,2022-08-15T15:48:31Z
650,1014.66,24.91,52.34,2022-08-15T15:48:36Z
650,1014.69,24.95,52.15,2022-08-15T15:48:41Z
650,1014.67,25,51.93,2022-08-15T15:48:46Z
650,1014.7,25.05,51.83,2022-08-15T15:48:51Z
650,1014.65,25.11,51.93,2022-08-15T15:48:56Z
650,1014.64,25.15,51.72,2022-08-15T15:49:01Z
651,1014.63,25.19,51.53,2022-08-15T15:49:06Z
651,1014.64,25.22,51.61,2022-08-15T15:49:11Z
652,1014.61,25.26,50.82,2022-08-15T15:49:16Z
652,1014.61,25.31,50.76,2022-08-15T15:49:21Z
653,1014.65,25.34,50.56,2022-08-15T15:49:26Z
654,1014.63,25.35,50.72,2022-08-15T15:49:31Z
655,1014.64,25.38,50.49,2022-08-15T15:49:37Z
655,1014.61,25.41,50.4,2022-08-15T15:49:42Z
656,1014.6,25.43,50.13,2022-08-15T15:49:47Z
657,1014.6,25.48,50.4,2022-08-15T15:49:52Z
658,1014.62,25.52,50.25,2022-08-15T15:49:57Z
657,1014.62,25.56,50.09,2022-08-15T15:50:02Z
657,1014.59,25.59,49.84,2022-08-15T15:50:07Z
657,1014.56,25.64,49.94,2022-08-15T15:50:12Z
656,1014.62,25.67,49.71,2022-08-15T15:50:17Z
657,1014.57,25.7,49.63,2022-08-15T15:50:22Z
657,1014.59,25.75,49.62,2022-08-15T15:50:27Z
658,1014.6,25.8,49.67,2022-08-15T15:50:32Z
661,1014.6,25.8,49.42,2022-08-15T15:50:37Z
661,1014.6,25.84,49.3,2022-08-15T15:50:42Z
661,1014.61,25.88,49.74,2022-08-15T15:50:47Z
662,1014.59,25.92,49.49,2022-08-15T15:50:52Z
666,1014.6,25.95,49.32,2022-08-15T15:50:57Z
666,1014.6,25.98,49.36,2022-08-15T15:51:02Z
666,1014.62,26.02,49.38,2022-08-15T15:51:07Z
666,1014.65,26.05,49.21,2022-08-15T15:51:12Z
666,1014.62,26.08,49,2022-08-15T15:51:17Z
666,1014.61,26.11,49.22,2022-08-15T15:51:22Z
667,1014.59,26.13,49.14,2022-08-15T15:51:27Z
667,1014.59,26.13,49.22,2022-08-15T15:51:32Z
668,1014.63,26.15,49.47,2022-08-15T15:51:37Z
666,1014.59,26.2,48.93,2022-08-15T15:51:48Z
665,1014.6,26.25,49.07,2022-08-15T15:51:53Z
665,1014.6,26.27,49.03,2022-08-15T15:51:58Z
665,1014.59,26.26,48.44,2022-08-15T15:52:03Z
665,1014.6,26.3,48.4,2022-08-15T15:52:08Z
665,1014.62,26.32,48.41,2022-08-15T15:52:13Z
662,1014.61,26.35,48.28,2022-08-15T15:52:18Z
662,1014.58,26.37,48.24,2022-08-15T15:52:23Z
