CO2,pressure,temperature,humidity,date_time
896,1013.75,24.4,52.48,2022-08-15T19:44:28Z
896,1013.76,24.4,51.85,2022-08-15T19:44:33Z
896,1013.72,24.4,52.08,2022-08-15T19:44:38Z
896,1013.75,24.41,51.63,2022-08-15T19:44:43Z
897,1013.72,24.39,51.5,2022-08-15T19:44:48Z
898,1013.72,24.37,51.74,2022-08-15T19:44:53Z
898,1013.7,24.35,51.67,2022-08-15T19:44:58Z
898,1013.7,24.34,51.72,2022-08-15T19:45:03Z
898,1013.71,24.42,51.83,2022-08-15T19:45:08Z
899,1013.74,24.45,51.52,2022-08-15T19:45:13Z
899,1013.75,24.43,51.25,2022-08-15T19:45:18Z
899,1013.75,24.43,51.29,2022-08-15T19:45:23Z
899,1013.77,24.41,51.19,2022-08-15T19:45:28Z
900,1013.77,24.39,51.34,2022-08-15T19:45:33Z
901,1013.75,24.42,51.54,2022-08-15T19:45:38Z
901,1013.77,24.39,51.26,2022-08-15T19:45:43Z
902,1013.74,24.35,51.19,2022-08-15T19:45:48Z
903,1013.76,24.32,51.32,2022-08-15T19:45:53Z
905,1013.77,24.36,51.21,2022-08-15T19:45:58Z
905,1013.78,24.41,51.25,2022-08-15T19:46:08Z
904,1013.76,24.41,51.17,2022-08-15T19:46:13Z
906,1013.76,24.36,51.26,2022-08-15T19:46:18Z
906,1013.72,24.3,51.34,2022-08-15T19:46:23Z
907,1013.73,24.3,51.46,2022-08-15T19:46:28Z
908,1013.72,24.28,51.55,2022-08-15T19:46:33Z
908,1013.71,24.33,52,2022-08-15T19:46:38Z
909,1013.71,24.33,51.82,2022-08-15T19:46:43Z
910,1013.71,24.32,51.76,2022-08-15T19:46:49Z
912,1013.75,24.36,51.53,2022-08-15T19:46:54Z
912,1013.76,24.46,52.04,2022-08-15T19:46:59Z
912,1013.75,24.5,51.63,2022-08-15T19:47:04Z
914,1013.7,24.53,51.8,2022-08-15T19:47:09Z
916,1013.72,24.61,52.27,2022-08-15T19:47:14Z
916,1013.67,24.72,52.07,2022-08-15T19:47:19Z
918,1013.69,24.76,52.06,2022-08-15T19:47:24Z
920,1013.7,24.8,51.62,2022-08-15T19:47:29Z
923,1013.73,24.78,50.94,2022-08-15T19:47:34Z
924,1013.7,24.75,50.88,2022-08-15T19:47:39Z
929,1013.72,24.73,51.16,2022-08-15T19:47:44Z
932,1013.74,24.7,50.76,2022-08-15T19:47:49Z
933,1013.7,24.66,50.87,2022-08-15T19:47:54Z
935,1013.78,24.65,51.07,2022-08-15T19:47:59Z
937,1013.76,24.64,50.99,2022-08-15T19:48:04Z
936,1013.71,24.65,50.98,2022-08-15T19:48:09Z
938,1013.74,24.67,51.16,2022-08-15T19:48:14Z
939,1013.74,24.64,50.84,2022-08-15T19:48:19Z
938,1013.71,24.62,50.77,2022-08-15T19:48:24Z
940,1013.76,24.65,51.09,2022-08-15T19:48:29Z
940,1013.75,24.67,51.08,2022-08-15T19:48:34Z
940,1013.72,24.71,51.17,2022-08-15T19:48:39Z
941,1013.73,24.73,50.81,2022-08-15T19:48:44Z
940,1013.74,24.79,51.36,2022-08-15T19:48:49Z
940,1013.7,24.86,51.35,2022-08-15T19:48:54Z
940,1013.71,24.88,50.87,2022-08-15T19:48:59Z
940,1013.72,24.91,50.59,2022-08-15T19:49:04Z
940,1013.73,24.88,50.42,2022-08-15T19:49:09Z
941,1013.7,24.86,50.48,2022-08-15T19:49:14Z
942,1013.68,24.84,50.44,2022-08-15T19:49:19Z
942,1013.72,24.84,50.48,2022-08-15T19:49:25Z
943,1013.69,24.85,50.71,2022-08-15T19:49:30Z
944,1013.7,24.85,50.52,2022-08-15T19:49:35Z
944,1013.69,24.86,50.33,2022-08-15T19:49:40Z
945,1013.7,24.84,50.54,2022-08-15T19:49:45Z
945,1013.67,24.82,50.79,2022-08-15T19:49:50Z
945,1013.72,24.79,50.53,2022-08-15T19:49:55Z
946,1013.73,24.75,50.47,2022-08-15T19:50:00Z
946,1013.68,24.71,50.8,2022-08-15T19:50:05Z
948,1013.72,24.71,50.68,2022-08-15T19:50:10Z
949,1013.65,24.72,50.66,2022-08-15T19:50:15Z
949,1013.71,24.69,50.7,2022-08-15T19:50:20Z
957,1013.72,24.76,51.33,2022-08-15T19:50:30Z
957,1013.67,24.81,51.71,2022-08-15T19:50:35Z
959,1013.71,24.82,50.85,2022-08-15T19:50:40Z
961,1013.7,24.81,50.68,2022-08-15T19:50:45Z
963,1013.7,24.79,51.25,2022-08-15T19:50:50Z
963,1013.66,24.81,51.04,2022-08-15T19:50:55Z
962,1013.67,24.77,50.67,2022-08-15T19:51:00Z
963,1013.7,24.79,50.94,2022-08-15T19:51:05Z
