CO2,pressure,temperature,humidity,date_time
586,1017.1,24.6,57.66,2022-08-16T20:09:14Z
583,1017.11,24.65,57,2022-08-16T20:09:19Z
579,1017.12,24.7,56.76,2022-08-16T20:09:24Z
577,1017.13,24.73,56.47,2022-08-16T20:09:29Z
572,1017.14,24.77,56.35,2022-08-16T20:09:35Z
572,1017.13,24.8,56.25,2022-08-16T20:09:40Z
572,1017.18,24.83,56.18,2022-08-16T20:09:45Z
572,1017.15,24.87,55.9,2022-08-16T20:09:50Z
571,1017.16,24.91,56.1,2022-08-16T20:09:55Z
571,1017.15,24.93,55.92,2022-08-16T20:10:00Z
571,1017.18,24.98,56.2,2022-08-16T20:10:05Z
570,1017.14,25.02,55.65,2022-08-16T20:10:10Z
569,1017.14,25.07,55.56,2022-08-16T20:10:15Z
568,1017.09,25.12,55.53,2022-08-16T20:10:20Z
568,1017.11,25.18,55.57,2022-08-16T20:10:25Z
566,1017.11,25.22,55.32,2022-08-16T20:10:30Z
564,1017.15,25.28,55.49,2022-08-16T20:10:35Z
563,1017.16,25.34,54.97,2022-08-16T20:10:40Z
561,1017.2,25.39,54.83,2022-08-16T20:10:45Z
560,1017.2,25.43,54.58,2022-08-16T20:10:50Z
558,1017.21,25.49,54.59,2022-08-16T20:10:55Z
556,1017.21,25.53,54.32,2022-08-16T20:11:00Z
556,1017.17,25.59,54.15,2022-08-16T20:11:05Z
556,1017.22,25.65,54.2,2022-08-16T20:11:10Z
553,1017.23,25.71,54.14,2022-08-16T20:11:15Z
553,1017.25,25.76,54.4,2022-08-16T20:11:20Z
552,1017.28,25.82,54.08,2022-08-16T20:11:25Z
552,1017.26,25.88,53.88,2022-08-16T20:11:30Z
552,1017.23,25.95,53.68,2022-08-16T20:11:35Z
551,1017.26,26,53.34,2022-08-16T20:11:40Z
551,1017.28,26.05,53.09,2022-08-16T20:11:45Z
550,1017.25,26.1,53.08,2022-08-16T20:11:50Z
549,1017.28,26.14,52.95,2022-08-16T20:11:55Z
549,1017.26,26.21,52.96,2022-08-16T20:12:00Z
548,1017.25,26.26,52.77,2022-08-16T20:12:05Z
546,1017.26,26.31,52.86,2022-08-16T20:12:11Z
546,1017.29,26.34,52.41,2022-08-16T20:12:16Z
546,1017.29,26.4,52.44,2022-08-16T20:12:21Z
547,1017.31,26.45,52.21,2022-08-16T20:12:26Z
547,1017.3,26.49,52.01,2022-08-16T20:12:31Z
547,1017.33,26.51,51.92,2022-08-16T20:12:36Z
546,1017.33,26.53,51.89,2022-08-16T20:12:41Z
545,1017.33,26.6,51.88,2022-08-16T20:12:46Z
545,1017.35,26.64,51.67,2022-08-16T20:12:51Z
