CO2,pressure,temperature,humidity,date_time
511,1014.85,24.39,57.04,2022-08-15T14:23:37Z
485,1014.86,24.31,57.93,2022-08-15T14:23:42Z
490,1014.88,24.29,57.53,2022-08-15T14:23:47Z
492,1014.9,24.31,57.55,2022-08-15T14:23:52Z
493,1014.89,24.31,57.46,2022-08-15T14:23:57Z
494,1014.86,24.33,57.44,2022-08-15T14:24:02Z
494,1014.9,24.35,57.42,2022-08-15T14:24:07Z
494,1014.87,24.32,57.63,2022-08-15T14:24:12Z
493,1014.85,24.36,57.52,2022-08-15T14:24:17Z
493,1014.91,24.39,57.3,2022-08-15T14:24:22Z
492,1014.89,24.38,57.5,2022-08-15T14:24:27Z
492,1014.9,24.4,57.37,2022-08-15T14:24:32Z
492,1014.92,24.38,57.23,2022-08-15T14:24:37Z
491,1014.87,24.37,57.2,2022-08-15T14:24:42Z
491,1014.87,24.34,57.18,2022-08-15T14:24:47Z
491,1014.84,24.28,57.05,2022-08-15T14:24:52Z
491,1014.88,24.23,57.06,2022-08-15T14:24:57Z
491,1014.87,24.15,57.29,2022-08-15T14:25:02Z
492,1014.84,24.04,57.55,2022-08-15T14:25:08Z
491,1014.85,23.97,57.75,2022-08-15T14:25:13Z
491,1014.84,23.89,57.91,2022-08-15T14:25:18Z
491,1014.84,23.86,57.99,2022-08-15T14:25:23Z
491,1014.84,23.83,58.09,2022-08-15T14:25:28Z
492,1014.89,23.8,58.16,2022-08-15T14:25:33Z
491,1014.83,23.81,58.26,2022-08-15T14:25:38Z
491,1014.84,23.81,58.36,2022-08-15T14:25:43Z
491,1014.84,23.8,58.49,2022-08-15T14:25:48Z
491,1014.84,23.81,58.39,2022-08-15T14:25:53Z
491,1014.83,23.8,58.47,2022-08-15T14:25:58Z
491,1014.85,23.79,58.41,2022-08-15T14:26:03Z
492,1014.82,23.79,58.49,2022-08-15T14:26:08Z
493,1014.8,23.81,58.48,2022-08-15T14:26:13Z
493,1014.82,23.83,58.55,2022-08-15T14:26:18Z
493,1014.82,23.81,58.53,2022-08-15T14:26:23Z
493,1014.82,23.8,58.56,2022-08-15T14:26:28Z
494,1014.86,23.77,58.59,2022-08-15T14:26:33Z
494,1014.82,23.75,58.63,2022-08-15T14:26:38Z
494,1014.83,23.79,58.56,2022-08-15T14:26:43Z
494,1014.82,23.8,58.48,2022-08-15T14:26:48Z
494,1014.85,23.75,58.65,2022-08-15T14:26:53Z
493,1014.86,23.69,58.72,2022-08-15T14:26:58Z
493,1014.84,23.67,58.95,2022-08-15T14:27:03Z
494,1014.86,23.68,59.29,2022-08-15T14:27:08Z
495,1014.85,23.71,58.94,2022-08-15T14:27:13Z
496,1014.85,23.72,58.83,2022-08-15T14:27:18Z
497,1014.86,23.75,58.76,2022-08-15T14:27:23Z
498,1014.84,23.75,58.67,2022-08-15T14:27:28Z
498,1014.83,23.77,58.7,2022-08-15T14:27:33Z
499,1014.82,23.77,58.61,2022-08-15T14:27:39Z
499,1014.8,23.78,58.6,2022-08-15T14:27:44Z
501,1014.84,23.74,58.62,2022-08-15T14:27:49Z
501,1014.85,23.72,58.9,2022-08-15T14:27:54Z
502,1014.88,23.74,59.08,2022-08-15T14:27:59Z
506,1014.8,23.78,60.07,2022-08-15T14:28:04Z
506,1014.8,23.79,59.65,2022-08-15T14:28:09Z
507,1014.81,23.8,59.38,2022-08-15T14:28:14Z
507,1014.81,23.79,59.24,2022-08-15T14:28:19Z
508,1014.82,23.79,59.31,2022-08-15T14:28:24Z
508,1014.85,23.8,59.59,2022-08-15T14:28:29Z
507,1014.85,23.84,59.73,2022-08-15T14:28:34Z
508,1014.82,23.91,59.85,2022-08-15T14:28:39Z
509,1014.84,23.96,59.22,2022-08-15T14:28:44Z
510,1014.83,24.03,58.81,2022-08-15T14:28:49Z
512,1014.84,24.08,58.7,2022-08-15T14:28:54Z
512,1014.84,24.14,58.58,2022-08-15T14:28:59Z
512,1014.85,24.2,58.61,2022-08-15T14:29:04Z
512,1014.86,24.26,58.52,2022-08-15T14:29:09Z
512,1014.85,24.32,58.92,2022-08-15T14:29:14Z
512,1014.88,24.37,58.38,2022-08-15T14:29:19Z
512,1014.88,24.42,58.15,2022-08-15T14:29:24Z
513,1014.87,24.46,57.95,2022-08-15T14:29:29Z
514,1014.88,24.52,57.94,2022-08-15T14:29:34Z
515,1014.86,24.58,57.99,2022-08-15T14:29:39Z
516,1014.84,24.62,57.95,2022-08-15T14:29:44Z
517,1014.85,24.66,58.11,2022-08-15T14:29:49Z
518,1014.87,24.66,57.46,2022-08-15T14:29:54Z
518,1014.89,24.71,58.17,2022-08-15T14:29:59Z
519,1014.85,24.72,57.49,2022-08-15T14:30:04Z
519,1014.83,24.72,57.04,2022-08-15T14:30:10Z
519,1014.87,24.68,56.81,2022-08-15T14:30:15Z
520,1014.84,24.64,56.69,2022-08-15T14:30:20Z
521,1014.86,24.63,56.88,2022-08-15T14:30:25Z
522,1014.87,24.66,56.84,2022-08-15T14:30:30Z
523,1014.88,24.68,56.88,2022-08-15T14:30:35Z
523,1014.88,24.65,57.1,2022-08-15T14:30:40Z
526,1014.89,24.72,56.87,2022-08-15T14:30:50Z
527,1014.92,24.74,57.01,2022-08-15T14:30:55Z
527,1014.9,24.76,56.8,2022-08-15T14:31:00Z
528,1014.91,24.77,56.89,2022-08-15T14:31:05Z
529,1014.88,24.77,56.81,2022-08-15T14:31:10Z
531,1014.91,24.79,56.78,2022-08-15T14:31:15Z
531,1014.89,24.81,56.75,2022-08-15T14:31:20Z
534,1014.9,24.83,56.69,2022-08-15T14:31:25Z
536,1014.89,24.83,56.73,2022-08-15T14:31:30Z
538,1014.88,24.84,56.91,2022-08-15T14:31:35Z
539,1014.88,24.86,57.04,2022-08-15T14:31:40Z
539,1014.87,24.87,56.59,2022-08-15T14:31:45Z
544,1014.9,24.83,56.69,2022-08-15T14:31:50Z
546,1014.88,24.81,56.82,2022-08-15T14:31:55Z
547,1014.88,24.82,56.65,2022-08-15T14:32:00Z
550,1014.88,24.85,56.58,2022-08-15T14:32:05Z
551,1014.86,24.84,56.43,2022-08-15T14:32:10Z
554,1014.87,24.83,56.56,2022-08-15T14:32:15Z
556,1014.89,24.84,56.71,2022-08-15T14:32:20Z
557,1014.86,24.83,56.66,2022-08-15T14:32:25Z
558,1014.89,24.82,56.49,2022-08-15T14:32:30Z
558,1014.88,24.8,56.51,2022-08-15T14:32:36Z
559,1014.87,24.79,56.62,2022-08-15T14:32:41Z
561,1014.87,24.76,56.72,2022-08-15T14:32:46Z
562,1014.87,24.75,56.81,2022-08-15T14:32:51Z
562,1014.86,24.72,56.85,2022-08-15T14:32:56Z
564,1014.91,24.72,56.95,2022-08-15T14:33:01Z
564,1014.87,24.71,57,2022-08-15T14:33:06Z
564,1014.86,24.68,56.82,2022-08-15T14:33:11Z
566,1014.87,24.68,56.92,2022-08-15T14:33:16Z
566,1014.87,24.67,57.05,2022-08-15T14:33:21Z
566,1014.82,24.64,57.1,2022-08-15T14:33:26Z
567,1014.82,24.62,57.18,2022-08-15T14:33:31Z
567,1014.86,24.58,57.28,2022-08-15T14:33:36Z
570,1014.84,24.59,57.39,2022-08-15T14:33:41Z
572,1014.84,24.57,57.55,2022-08-15T14:33:46Z
573,1014.88,24.58,57.47,2022-08-15T14:33:51Z
574,1014.89,24.57,57.41,2022-08-15T14:33:56Z
576,1014.86,24.58,57.39,2022-08-15T14:34:01Z
579,1014.88,24.59,57.42,2022-08-15T14:34:06Z
584,1014.87,24.58,57.45,2022-08-15T14:34:11Z
584,1014.9,24.56,57.47,2022-08-15T14:34:16Z
586,1014.88,24.54,57.53,2022-08-15T14:34:21Z
587,1014.89,24.57,57.49,2022-08-15T14:34:26Z
589,1014.87,24.57,57.51,2022-08-15T14:34:31Z
593,1014.88,24.53,57.51,2022-08-15T14:34:36Z
596,1014.87,24.51,57.77,2022-08-15T14:34:41Z
598,1014.9,24.5,57.71,2022-08-15T14:34:46Z
599,1014.86,24.51,57.75,2022-08-15T14:34:51Z
599,1014.88,24.52,57.5,2022-08-15T14:34:56Z
600,1014.87,24.55,57.72,2022-08-15T14:35:02Z
606,1014.86,24.54,57.51,2022-08-15T14:35:07Z
607,1014.87,24.55,57.35,2022-08-15T14:35:12Z
607,1014.87,24.54,57.38,2022-08-15T14:35:17Z
608,1014.86,24.51,57.52,2022-08-15T14:35:22Z
608,1014.86,24.49,57.93,2022-08-15T14:35:27Z
610,1014.89,24.47,57.88,2022-08-15T14:35:32Z
611,1014.87,24.46,57.91,2022-08-15T14:35:37Z
611,1014.88,24.46,58.31,2022-08-15T14:35:42Z
612,1014.86,24.48,57.93,2022-08-15T14:35:47Z
612,1014.86,24.48,57.76,2022-08-15T14:35:52Z
613,1014.89,24.47,57.92,2022-08-15T14:35:57Z
614,1014.88,24.47,57.85,2022-08-15T14:36:02Z
614,1014.88,24.46,57.86,2022-08-15T14:36:07Z
618,1014.85,24.47,57.88,2022-08-15T14:36:12Z
618,1014.86,24.49,57.85,2022-08-15T14:36:17Z
620,1014.85,24.5,57.9,2022-08-15T14:36:22Z
621,1014.83,24.49,57.86,2022-08-15T14:36:27Z
624,1014.86,24.48,57.9,2022-08-15T14:36:32Z
626,1014.86,24.48,57.97,2022-08-15T14:36:37Z
626,1014.88,24.47,57.93,2022-08-15T14:36:42Z
627,1014.87,24.44,58.04,2022-08-15T14:36:47Z
628,1014.89,24.43,57.96,2022-08-15T14:36:52Z
630,1014.9,24.4,58.04,2022-08-15T14:36:57Z
631,1014.87,24.41,58.03,2022-08-15T14:37:02Z
631,1014.9,24.42,58.07,2022-08-15T14:37:07Z
631,1014.89,24.39,58.07,2022-08-15T14:37:12Z
633,1014.86,24.38,58.12,2022-08-15T14:37:17Z
633,1014.83,24.35,58.24,2022-08-15T14:37:22Z
636,1014.86,24.35,58.25,2022-08-15T14:37:27Z
638,1014.86,24.4,58.21,2022-08-15T14:37:33Z
640,1014.87,24.41,58.07,2022-08-15T14:37:38Z
642,1014.87,24.39,58.09,2022-08-15T14:37:43Z
645,1014.84,24.37,58.2,2022-08-15T14:37:48Z
646,1014.84,24.34,58.24,2022-08-15T14:37:53Z
646,1014.86,24.38,58.32,2022-08-15T14:37:58Z
647,1014.85,24.41,58.15,2022-08-15T14:38:03Z
647,1014.89,24.43,58.08,2022-08-15T14:38:08Z
646,1014.87,24.43,58.11,2022-08-15T14:38:13Z
647,1014.89,24.43,58.23,2022-08-15T14:38:18Z
647,1014.87,24.44,58.27,2022-08-15T14:38:23Z
648,1014.87,24.41,58.31,2022-08-15T14:38:28Z
650,1014.87,24.39,58.37,2022-08-15T14:38:33Z
653,1014.86,24.41,58.3,2022-08-15T14:38:38Z
654,1014.86,24.4,58.4,2022-08-15T14:38:43Z
654,1014.89,24.42,58.38,2022-08-15T14:38:48Z
656,1014.88,24.44,58.5,2022-08-15T14:38:53Z
656,1014.88,24.44,58.22,2022-08-15T14:38:58Z
658,1014.88,24.45,58.16,2022-08-15T14:39:03Z
658,1014.87,24.42,58.17,2022-08-15T14:39:08Z
660,1014.87,24.39,58.23,2022-08-15T14:39:13Z
661,1014.87,24.39,58.31,2022-08-15T14:39:18Z
662,1014.89,24.39,58.22,2022-08-15T14:39:23Z
662,1014.89,24.4,58.35,2022-08-15T14:39:28Z
663,1014.89,24.41,58.34,2022-08-15T14:39:33Z
666,1014.89,24.45,58.29,2022-08-15T14:39:38Z
666,1014.87,24.48,58.07,2022-08-15T14:39:43Z
666,1014.86,24.5,58.01,2022-08-15T14:39:48Z
667,1014.85,24.5,58,2022-08-15T14:39:53Z
668,1014.88,24.5,58.06,2022-08-15T14:39:58Z
669,1014.88,24.49,58.01,2022-08-15T14:40:03Z
669,1014.87,24.48,58.02,2022-08-15T14:40:09Z
669,1014.87,24.46,58.16,2022-08-15T14:40:14Z
668,1014.88,24.44,58.17,2022-08-15T14:40:19Z
668,1014.89,24.46,58.09,2022-08-15T14:40:24Z
668,1014.89,24.44,58.13,2022-08-15T14:40:29Z
668,1014.9,24.45,58.13,2022-08-15T14:40:34Z
668,1014.89,24.41,58.23,2022-08-15T14:40:39Z
668,1014.88,24.38,58.3,2022-08-15T14:40:44Z
668,1014.9,24.36,58.37,2022-08-15T14:40:49Z
669,1014.86,24.36,58.44,2022-08-15T14:40:54Z
669,1014.88,24.37,58.42,2022-08-15T14:40:59Z
672,1014.9,24.42,58.32,2022-08-15T14:41:04Z
676,1014.86,24.44,58.35,2022-08-15T14:41:09Z
675,1014.88,24.45,58.27,2022-08-15T14:41:14Z
676,1014.88,24.46,58.1,2022-08-15T14:41:19Z
677,1014.88,24.46,57.97,2022-08-15T14:41:24Z
679,1014.9,24.44,58.04,2022-08-15T14:41:29Z
680,1014.87,24.45,58.02,2022-08-15T14:41:34Z
679,1014.88,24.47,57.91,2022-08-15T14:41:39Z
