CO2,pressure,temperature,humidity,date_time
835,1017.2,24.95,54.47,2022-08-16T14:59:58Z
836,1017.2,24.92,54.39,2022-08-16T15:00:03Z
838,1017.2,24.9,54.29,2022-08-16T15:00:08Z
838,1017.22,24.82,54.14,2022-08-16T15:00:13Z
838,1017.25,24.77,54.4,2022-08-16T15:00:18Z
837,1017.25,24.76,54.32,2022-08-16T15:00:23Z
837,1017.25,24.76,54.51,2022-08-16T15:00:28Z
834,1017.24,24.79,54.58,2022-08-16T15:00:33Z
833,1017.24,24.78,54.44,2022-08-16T15:00:38Z
832,1017.24,24.71,54.34,2022-08-16T15:00:43Z
832,1017.22,24.64,54.64,2022-08-16T15:00:48Z
831,1017.23,24.58,54.71,2022-08-16T15:00:53Z
831,1017.23,24.58,54.99,2022-08-16T15:00:58Z
831,1017.22,24.57,55.2,2022-08-16T15:01:03Z
831,1017.26,24.56,54.79,2022-08-16T15:01:09Z
831,1017.27,24.56,55.12,2022-08-16T15:01:14Z
830,1017.27,24.57,55.08,2022-08-16T15:01:19Z
830,1017.26,24.56,55.35,2022-08-16T15:01:24Z
830,1017.26,24.59,54.98,2022-08-16T15:01:29Z
831,1017.28,24.59,55.06,2022-08-16T15:01:34Z
830,1017.25,24.6,54.83,2022-08-16T15:01:39Z
830,1017.3,24.58,54.82,2022-08-16T15:01:44Z
830,1017.28,24.57,54.87,2022-08-16T15:01:49Z
830,1017.26,24.56,55.05,2022-08-16T15:01:54Z
830,1017.28,24.55,54.89,2022-08-16T15:01:59Z
830,1017.29,24.51,54.88,2022-08-16T15:02:04Z
829,1017.29,24.51,55.02,2022-08-16T15:02:09Z
829,1017.3,24.51,54.94,2022-08-16T15:02:14Z
829,1017.28,24.48,54.98,2022-08-16T15:02:19Z
829,1017.27,24.5,54.96,2022-08-16T15:02:24Z
829,1017.29,24.53,54.86,2022-08-16T15:02:29Z
830,1017.28,24.53,54.78,2022-08-16T15:02:34Z
829,1017.28,24.52,54.8,2022-08-16T15:02:39Z
